id,path,transcription
8013eced-5de6-4fad-8a43-c2f56a377302,13c1892d-14d0-46a8-9a8d-0cc48bc645f2_002.wav
98fc77ae-4fa9-4fcb-b528-fef1a46f3ec3,8bbfa9a3-bc15-4cf9-b362-03ef2e8ad5ad_016.wav
642d3ac0-cc3d-4b64-895d-a4f169757568,8bbfa9a3-bc15-4cf9-b362-03ef2e8ad5ad_002.wav
07bc0a96-ae53-4ef1-944d-e5e130cb4da2,13c1892d-14d0-46a8-9a8d-0cc48bc645f2_016.wav
89caaace-2d1a-414f-a6ca-085ee7c16d3d,b3b3e1b2-bd36-40d1-ac21-3c8c140d9e67_000.wav
02851d89-16ce-4b1d-8110-f329b0717be5,7ba8e381-84d4-4c27-905e-9732eda463a5_005.wav
e5811bb1-cabb-4bc7-8f84-b549a657491f,7ba8e381-84d4-4c27-905e-9732eda463a5_011.wav
813d2675-b514-4136-8050-43a6f7b21380,d2de73c0-d350-4bcf-8a6d-acb673766dda_010.wav
cf7f32af-ae43-49ca-a16a-4d19fb45f7cb,0d2a7547-50e9-40fc-b3c7-02e677cef193_001.wav
e46e5116-c35d-453f-94f3-405d9d0cf36a,52d4ef64-64bf-421c-b642-9fad120bca8b_000.wav
94958233-125e-4199-97c7-0eaf50a1b198,3dc61495-2126-4949-a3fe-8bcdd42b2417_003.wav
e5a6229c-7c12-454b-a7e2-01e86b03f34b,d2de73c0-d350-4bcf-8a6d-acb673766dda_004.wav
2bb0ee5e-4355-4a2a-b943-1ad70511b945,d74d6ffd-60df-49ca-8390-c342c215b100_001.wav
efe9d02d-5c56-4c05-aa44-1a998ad8c718,dede4efd-a8c8-4085-978f-17557d321423_002.wav
fb87077e-3d0c-4c1c-826e-58e73698414b,1a1293a2-cde3-4a88-a0b9-5fecd6d7f3f3_002.wav
dfbfddc3-81b5-4e9f-a2fb-6a1626242400,935ded14-29bd-4ce2-bada-91ce7983305d_013.wav
bb74f81a-869d-48e8-92ad-99906465bd49,935ded14-29bd-4ce2-bada-91ce7983305d_007.wav
